,ID,Title,Source Title,Source Link,Final Registration,Modification Reason,Domain,Date,Head,Body,Useful,Fact
251,E62,'3D 프린터'를 '스리디 프린터' 대신 '삼디 프린터'로 읽었다고 국가 지도자 자격이 없다고 비난받는 것은 '아버지를 아버지라고 부르지 못한' 홍길동 만큼 억울한 일인가.,김종인 대선출마 선언…문재인 겨냥 “국정 책임자에 무능은 죄악”,http://www.seoul.co.kr/news/newsView.php?id=20170405500042,2017.04.07 17:41,,www_seoul_co_kr,"입력2017-04-05 11:12, 업데이트2017-04-05 11:12",김종인 대선출마 선언…문재인 겨냥 “국정 책임자에 무능은 죄악”," 김종인 전 더불어민주당 비상대책위 대표가 5일 대선 출마를 공식 선언했다.
김 전 대표는 이날 오전 여의도 중소기업중앙회에서 대선출마 선언 기자회견을 열고 “여러 정파와 인물을 아우르는 최고 조정자로서 나라를 안정시키고 국민을 편안하게 해드리겠다”면서 “‘위기돌파 통합정부’를 보여드리겠다”고 강조했다.
바로 그 통합조정의 소명을 수행하기 위해서”라며 “늦었다고 생각하지 않는다.",1,1
252,E63,"문재인 더불어민주당 대선후보 선출 당일, 안희정 충남지사와 이재명 성남시장이 경선이 끝난 뒤 문 후보 지지선언을 하지 않은 것을 두고 뒷말이 끊이지 않았다. 이는 선거법 상 공무원의 선거개입 금지 때문이라는데...","“우리는 원팀” 문재인, 안희정ㆍ이재명 측 끌어안기 고심",http://hankookilbo.com/v/c88f1efee0b946e5931fe967e00f1cdc,2017.04.07 13:53,링크오류,hankookilbo_com,입력2017.04.03 20:03,"“우리는 원팀” 문재인, 안희정ㆍ이재명 측 끌어안기 고심","          문재인 더불어민주당 대통령 후보 앞에 놓인 최우선 과제 중 하나가 당내 통합이다.
경선 기간 동안 문 후보 극성 지지자인 ‘문빠’가 주도한 문자폭탄ㆍ18원후원금 공격으로 적잖은 생채기가 남았다.
결국 문 후보의 ‘원 팀(One Team)’ 선거대책위원회에 참여할 인사 면면이 통합과 포용의 척도가 될 것으로 보인다.",1,1
253,E65,"""홍준표 지사가 국회 운영위원장 시절, 판공비 일부를 집에서 쓰게 한 것은 문제다.""
","洪 ""태극기팔아 대선나왔나"", 金 ""판공비를 집에 가져가나"" | 연합뉴스",http://www.yonhapnews.co.kr/bulletin/2017/03/28/0200000000AKR20170328186100001.HTML?from=search,2017.03.29 17:44,,www_yonhapnews_co_kr,송고시간2017-03-29 00:17,"洪 ""태극기팔아 대선나왔나"", 金 ""판공비를 집에 가져가나""","오는 31일 대선후보 선출을 앞두고 각종 여론조사에서 범보수 진영 1,2위를 달리는 두 사람 간 신경전이 어느 때보다 과열된 모습이었다.
  (서울=연합뉴스) 강건택 이슬기 기자 = 자유한국당 대선주자인 홍준표 경상남도지사와 김진태 의원이 29일 방영된 MBC 100분 토론에서 날선 공방을 펼쳤다.
김 의원은 과거 홍 지사가 2011년 한나라당 대표 경선 기탁금 1억2천만원을 '집사람의 비자금'으로 조달했다고 해명한 것을 문제 삼아 포문을 열었다.",1,1
254,E67,의사협회는 파업 중인 전공의를 대표할 수 없다,"대통령실 ""의협 대표성 갖기 어려워…의료계 중지 모아달라""(종합)",https://n.news.naver.com/mnews/article/421/0007379688?sid=100,2024.03.05 10:57,,n_news_naver_com,2024-02-28 11:02:46 2024-02-28 13:44:01,"대통령실 ""의협 대표성 갖기 어려워…의료계 중지 모아달라""(종합)","의대 학장단 350명 증원안에 ""정부가 결정…합의 대상 아냐"" (서울=뉴스1) 나연준 정지형 기자 = 대통령실은 28일 의대 증원에 대한 의료계 반발과 관련해 ""의사협회는 가지고 있다고 주장하지만 접촉해 보면 의협은 대표성을 갖기 어렵다""고 밝혔다.
의대 학장단체가 대학이 수용할 수 있는 증원 규모가 350명이라고 제시한 것에 대해 대통령실은 ""헌법이나 법률상으로 보면 정부가 책임지고 결정할 사안""이라고 선을 그었다.
의료계에서 중지를 모아서 제안해 주십사 요청하고 있는데 아직은 가시적인 합의를 이룬 것을 전달받지 못했다""며 이같이 밝혔다.",1,0
255,E70,이태원 참사 특별법이 헌법을 훼손하고 기본권을 침해한다,제6회 국무회의 모두발언(2024.01.30.),https://www.korea.kr/briefing/stateCouncilView.do?newsId=148925380,2024.02.02 15:21,오타 수정,www_korea_kr,2024.01.30,제6회 국무회의 브리핑,"정부는 오늘(1.30) 국무총리 주재로 제6회 국무회의를 개최하였습니다.
오늘 회의에서는‘10·29 이태원참사 진상규명과 재발 방지 및 피해자 권리보장을 위한 특별법안 재의요구안’을 포함하여 ▲법률공포안 69건, ▲대통령령안 36건, ▲일반안 2건, ▲보고안 1건 등 심의·의결하였으며, 심의·의결된 안건 중 일부 내용은 다음과 같습니다.
▣ 법률공포안<국가자원안보 특별법 공포안>자원안보에 관한 위기에 대비하고 위기 발생에 효과적으로 대응하기 위해 △자원안보위기 조기경보체계, △핵심자원의 공급과 수요 관리, △위기대응체계 및 긴급대응조치 등에 관한 규정을 새로이 정하였습니다.",1,0
256,E72,마스크를 쓰면 면역력이 떨어진다,"[머니투데이] ""마스크 써서 면역력 떨어졌어"" 사실일까?…독감·폐렴 퍼진 진짜 이유",https://news.mt.co.kr/mtview.php?no=2023120514194135130,2024.01.03 15:10,,news_mt_co_kr,2023.12.06 07:30,"""마스크 써서 면역력 떨어졌어"" 사실일까?…독감·폐렴 퍼진 진짜 이유","코로나19가 유행한 지난 3년여간 꼬박 마스크를 써 사람 간 접촉이 줄고, 독감 등 다른 호흡기 질환에 노출될 위험을 차단했다가 코로나19 종식 선언 후 마스크를 벗자마자 독감, 마이코플라스마 폐렴 등 호흡기 감염병이 곳곳에서 유행하면서다.
전문가들은 ""마스크를 쓰면서 면역력이 떨어졌다기보다 기존에 획득한 면역에 대한 기억이 희미해져서""라고 입을 모은다.
이런 감염병 유행 추세가 '면역력이 예전보다 떨어져서는 아니라는 것'이다.",1,0
257,E73,최종 합격 연락을 받았어도 근로계약서를 쓰기 전에 입사 취소 당하면 구제 방법이 없다,해당 이슈 관련 언론 보도: KBS <최종 합격했는데 ‘입사 취소’…의사소통 문제였다?>,https://n.news.naver.com/mnews/article/056/0011606993,2023.12.20 15:04,근거 수정,n_news_naver_com,2023-11-22 06:01:14 2023-11-22 06:02:01,최종 합격했는데 ‘입사 취소’…의사소통 문제였다?,"전 직장을 그만두고 반년 만에 새로운 직장 입사를 앞두고 있었기 때문입니다.
' 하는 생각이 들었다""면서 ""입사가 취소됐는데도 할 수 있는 게 아무것도 없어 절망적이었다""고 한숨을 내쉬었습니다.
■ 최종 합격한 뒤 '입사 취소'…회사 비상경영 때문?",1,0
258,E75,용산참사는 전문 시위꾼들의 도심 테러다,김석기 국민의힘 최고위원 발언,https://www.peoplepowerparty.kr/news/comment_view/BBSDD0001/99312,2023.12.06 14:33,검증 대상 발언내용 수정,www_peoplepowerparty_kr,작성일2023-11-27,최고위원회의 주요내용 [보도자료],"전국위원회에서97%가 넘는 압도적 지지를 받아 당선된 것은 총선 승리를 위해 그만큼 단합도 잘하고 지도부도 잘 이끌어달라는 염원이 담긴 것이라고 생각한다.
<김기현 당 대표>  먼저 우리 김석기 최고위원 당선과 회의 참석을 축하드린다.
부산 이즈 레디(Busan is ready) 2030세계박람회 개최지 결정이 임박했다.",1,0
259,E78,주변 도시 편입하는 방식의 메가시티가 세계적인 추세다,조경태 국민의힘 뉴시티 프로젝트 특별위원장 발언,https://n.news.naver.com/mnews/article/003/0012193453?sid=100,2023.11.13 13:32,근거자료 링크 수정 ,n_news_naver_com,2023-11-07 13:07:05 2023-11-07 14:32:12,"조경태, '김포 편입 반대' 유정복에 ""편협한 사고·지역 이기주의 벗어나야""","[서울=뉴시스] 이재우 최영서 기자 = 조경태 국민의힘 '뉴시티프로젝트 특별위원회' 위원장은 7일 같은당 유정복 인천시장이 경기 김포시의 서울 편입을 공개 반대한 것과 관련해 ""다른 광역단체장들은 편협한 사고와 지역 이기주의적 사고에서 벗어나야 한다""고 비판했다.
조 위원장은 이날 오전 국회에서 열린 조경태 '뉴시티프로젝트 특별위원회' 첫 회의 직후 기자들과 만나 유 시장의 비파에 대한 특위 차원의 입장을 요구 받고 ""유 시장의 발언은 세계적인 도시행정체제 변화 흐름을 잘 읽지 못하는 발언""이라고 말했다.
조 위원장은 ""뉴시티 프로젝트 위원회에서는 수도 서울이 세계 5대 국제도시 안으로 진입하게 해야 한다는 거다.",1,0
260,E80,수도권 제4매립지가 김포 땅이어서 쓰레기 문제를 해결할 수 있다,매일경제 김병수 김포시장 인터뷰,https://www.mk.co.kr/news/society/10849275,2023.11.06 20:45,,www_mk_co_kr,입력 :2023-10-13 14:10:14,"“김포시, 서울시로 편입되면 서로 큰 도움”","김 시장은 지난해 민선 8기 경기도지사로 취임한 김동연 지사가 경기북부특별자치도 설치를 공약하고 본격 준비에 나서자 ‘서울시 편입론’에 군불을 지피고 있다.
특히 지난달 26일 김 지사가 행정안전부에 경기북부특별자치도 설치를 위한 사전 행정 절차인 주민투표를 공식 요청하면서 행보를 더욱 가속화하고 있다.
” 김병수 김포시장이 경기도 관할인 김포시의 서울시 편입 의사를 재확인했다.",1,0
261,E81,우리나라 수도 인구 비율은 세계 주요국보다 낮은 편이다,與 '김포 서울 편입' 입법 추진…성남·구리·하남 등도 거론(연합뉴스 10월 31일 보도),https://www.yna.co.kr/view/AKR20231031079851001?section=search,2023.11.05 21:13,,www_yna_co_kr,송고시간2023-10-31 17:25,與 '김포 서울 편입' 입법 추진…성남·구리·하남 등도 거론(종합),"     (서울=연합뉴스) 이유미 김연정 안채원 김철선 기자 = 국민의힘은 31일 경기 김포시를 서울시에 편입하는 방안을 의원 입법으로 추진하기로 했다.
전날 김포의 서울 편입을 당론 추진하기로 밝힌 데 이어 정부 입법보다 절차가 간소한 의원 입법 방식으로 속도를 내기로 한 것이다.
윤재옥 원내대표는 31일 국회에서 원내대책회의를 마친 뒤 기자들과 만나 김포의 서울 편입 입법과 관련해 ""이제 시작 단계니까 법안도 발의돼야 하고, 발의되면 정상적인 법안심사 과정을 거칠 것""이라고 말했다.",1,0
262,E84,금융당국의 세수 결손 대처가 제2의 외환위기를 일으킬 수 있다,다수 언론의 문제 제기,https://www.sedaily.com/NewsView/29UJHI5BMU,2023.10.19 07:33,,www_sedaily_com,입력2023-09-03 17:48:28수정2023.09.03 19:10:13세종=우영탁 기자,"건전재정 중요하지만…""환율 불안한데 외환방파제 없애"" 우려도","  정부가 세수 펑크를 막기 위해 ‘국채 발행’이라는 정공법 대신 ‘기금 전용’이라는 변칙적인 재정 운용 카드를 꺼내든 배경에는 여소야대의 국회 상황이 자리하고 있다.
국채 발행을 위해서는 국회 의결이 필요하지만 35조 원의 추가경정예산(추경) 편성을 요구하는 거대 야당인 더불어민주당의 협조를 기대하기 쉽지 않은 상황이다.
자칫 마냥 손 놓고 있다가는 재정 적자가 눈덩이처럼 불어날 수도 있는 만큼 정부 입장에서는 국회의 눈치를 보지 않고 꺼내 쓸 수 있는 외국환평형기금이 ‘히든카드’가 된 셈이다.",1,0
263,E86,홍범도 장군이 독립군 몰살된 '자유시 참변'에 가담했다,"뉴데일리, '자유시 학살' 개입 홍범도… 생존 독립군 50명에 유죄 판결까지 했다(2021.8.25.)",https://www.newdaily.co.kr/site/data/html/2021/08/25/2021082500133.html,2023.08.31 14:44,,www_newdaily_co_kr,입력 2021-08-25 14:39수정 2021-08-25 16:39,'자유시 학살' 개입 홍범도… 생존 독립군 50명에 유죄 판결까지 했다,"자유시참변은 1921년 6월28일 소련 스보보드니(자유시)에서 일제의 사주를 받은 소련이 한국 독립군을 유인해 학살한 사건이다.
레닌은 홍범도에게 '혁명정권에 협조해 감사하다'는 뜻을 표하면서 금화 100루블, 군복 한 벌, 홍범도의 이름이 새겨진 모젤 권총을 하사했다.
(<봉오동·청산리 전투의 영웅 홍범도> 장세윤, 역사공간, 2007)일생을 소련 정부에 충성한 홍범도… ""식사 때도 레닌 권총 함께""홍범도는 자유시참변(1921년 6월28일) 이듬해인 1922년 2월 모스크바에서 코민테른 주최로 열린 극동제민족대회가 끝난 뒤 레닌과 단독면담했다.",1,0
264,E87,튀르키예와 독일에서 난민을 받아들인 후 범죄가 늘었다,타사 언론 보도,https://www.yna.co.kr/view/AKR20230813050700082,2023.09.26 10:04,,www_yna_co_kr,송고시간2023-08-13 23:44,"폴란드, 중동·아프리카 불법이민자 받아들일지 국민투표","  (베를린=연합뉴스) 이율 특파원 = 폴란드 집권여당인 법과정의당(PiS)이 유럽연합(EU)의 '신(新)이민·난민 협정'에 따라 '수천명의 중동·아프리카 출신 불법이민자를 받아들일지'를 놓고 국민투표를 추진한다.
마테우슈 모라비에츠키 폴란드 총리는 13일(현지시간) 엑스(X·옛 트위터)에 올린 동영상에서 폴란드에서 국회의원 총선거가 이뤄지는 오는 10월 15일 이런 국민투표를 실시하겠다고 예고했다.
EU의 신이민·난민 협정은 회원국 인구 및 국내총생산(GDP) 규모에 따라 난민 신청자를 일정 비율에 따라 의무적으로 나눠서 수용하는 것을 골자로 한다.",1,0
265,E88,휴대용 방사능 측정기는 효과 있다,"한국경제 ""셰프 눈앞에 있는데…초밥에 방사능 측정기 들이댄 中 남성""",https://www.hankyung.com/article/2023091214347,2023.09.19 15:16,검증 내용 수정,www_hankyung_com,"입력2023.09.12 09:45, 수정2023.09.12 09:45",셰프 눈앞에 있는데…초밥에 방사능 측정기 들이댄 中 남성,"11일 중국 동영상 플랫폼 더우인에는 한 중국인 남성이 일본 도쿄에 있는 유명 오마카세 초밥집에서 셰프가 내어주는 초밥에 방사능 측정기를 갖다 대는 모습이 담긴 영상이 공유됐다.
셰프를 눈앞에 두고 이러한 행동을 해 논란이 일고 있다.
이후에도 남성은 성게, 참치, 문어 등의 초밥이 나올 때마다 방사능 수치를 측정했다.",1,0
266,E90,올해 10월 2일 임시공휴일 지정은 내수진작에 도움이 된다 ,언론보도,https://n.news.naver.com/mnews/article/025/0003305614?sid=100,2023.09.22 11:15,,n_news_naver_com,2023-09-05 12:02:07 2023-09-05 12:28:01,"'10월 2일 임시공휴일' 국무회의 의결…한총리 ""내수 진작 계기 마련""","오는 9월 28일부터 10월 1일까지 나흘간 이어지는 추석 연휴와 10월 3일 개천절 사이를 공휴일로 지정하면서 총 6일간 연휴가 생기게 된다.
10월 2일을 임시공휴일로 지정하는 안건이 5일 국무회의에서 상정됐다.
한덕수 국무총리는 이날 정부서울청사에서 주재한 국무회의 모두발언에서 ""임시공휴일 지정안은 6일간의 연휴를 통해 국민 여러분께는 휴식과 재충전의 시간을 드리고 국가 경제 차원에서는 내수 진작을 위한 계기를 마련하기 위한 것""이라며 ""근로자 등 많은 국민들이 임시공휴일의 혜택을 누릴 수 있도록 기업과 경제단체의 적극적인 협조를 당부드린다""고 했다.",1,0
267,E92,2023년 9월 모로코 지진은 2월 튀르키예 지진과 닮은꼴이다 ,"모로코 전역 여진 공포로 거리서 뜬눈… ‘앙숙’ 알제리 구호 손길 (서울신문 보도, 23/09/11)",https://n.news.naver.com/article/081/0003391975?sid=104,2023.09.21 08:37,근거 자료 추가 ,n_news_naver_com,2023-09-11 05:04:39 Date not found,모로코 전역 여진 공포로 거리서 뜬눈… ‘앙숙’ 알제리 구호 손길,"뉴욕타임스( )가 영국 사우샘프턴대학의 인구 통계 연구소인 ‘월드팝’의 인구 밀도 데이터를 분석한 결과에 따르면 지진 피해 지역에는 약 180만명이 살고 있는 것으로 나타났다.
MobileAdNew center 코넬대학의 지질학자인 주디스 허버드에 따르면 이 지역의 복잡한 지각 구조는 지질학계에서도 제대로 규명되지 않았다고 밝혔다.
지진 진앙지에서 북동쪽으로 약 45㎞ 떨어진 가난한 시골 마을인 물라이브라힘에 사는 아윱 투다이트는 에 “마치 최후의 날처럼 엄청난 흔들림을 느꼈고 10초 만에 모든 것이 사라졌다”고 말했다.",1,0
268,E95,새만금 잼버리 온열질환자 규모는 일상적인 수준이다,새만금 세계스카우트잼버리 조직위원회 브리핑,https://n.news.naver.com/mnews/article/001/0014109760?sid=102,2023.08.08 10:48,문장 수정,n_news_naver_com,2023-08-03 13:04:48 2023-08-03 17:20:09,스카우트 잼버리 개영식 온열환자 108명…프로그램 일부 중단(종합),"최창행 새만금 세계스카우트잼버리 조직위원회 사무총장은 3일 잼버리 프레스센터에서 열린 브리핑에서 ""전날 개영식에서 발생한 온열환자는 108명""이라며 ""다만 두통, 복통, 근골격계 손상 등의 유형을 포함하면 개영식 관련 환자는 모두 139명""이라고 밝혔다.
전날 하루 온열질환자를 비롯한 부상자는 992명이며 이중 온열질환자는 207명, 나머지는 벌레 물림·소화기 장애·발목 골절 등 환자라고 조직위는 전했다.
행사 중단 요청에도 불꽃놀이만 취소…""의료진·병상 등 추가 확보"" (부안=연합뉴스) 임채두 기자 = 2023 새만금 세계스카우트 잼버리 개영식에서 발생한 온열환자가 100명이 넘는 것으로 파악됐다.",1,0
269,E99,외국인 건강보험에 상호주의 적용할 수 있다,국회 교섭단체 대표 연설 발언,https://www.peoplepowerparty.kr/news/comment_view/BBSDD0001/96533?page=5&,2023.07.04 16:56,오탈자 수정,www_peoplepowerparty_kr,작성일2023-06-20,김기현 당 대표 교섭단체 대표연설 : 결정적 변화 [보도자료],"국민의힘 당 대표 김기현입니다.
국민의힘부터 성찰하고 달라지겠습니다.
이런 만감이 교차했습니다.",1,0
270,F1,택배노조를 허용하는 나라는 없다,국민의힘 민생특별위원회 택배종사자 간담회 내용,https://www.yna.co.kr/view/AKR20230614076351001,2023.07.03 11:49,,www_yna_co_kr,송고시간2023-06-14 16:51,"與 ""택배노조 파업은 민생 겁박""…택배대란 방지법 추진(종합)","     (서울=연합뉴스) 김철선 기자 = 국민의힘 민생특별위원회 '민생119'는 14일 서울 여의도의 한 카페에서 택배산업 종사자 간담회를 열고, 민주노총 전국택배노동조합(택배노조) 관련 비노조 택배기사들의 고충을 들었다.
조수진 민생119 위원장은 모두발언에서 ""택배 산업은 명실상부 국민들의 손과 발로, 택배가 멈추면 민생이 멈추고 일상도 멈추게 된다""며 ""택배노조의 불법행위가 산업 전반에 끼치는 폐해를 점검하기 위해 자리를 마련했다""고 말했다.
조 위원장은 최근 쿠팡 배송캠프에서 발생한 택배노조 폭력 사태를 거론, ""민주노총의 불법행위는 국가 물류산업에 심각한 위협이고 민생을 겁박하는 행위""라며 ""현장 목소리를 청취해 정책적 대안을 마련하겠다""고 강조했다.",1,0
271,F2,국내 체류 중국인의 건강보험 혜택이 중국에 있는 한국인이 받는 것보다 더 많다,국회 교섭단체 대표 연설 발언,https://www.peoplepowerparty.kr/news/comment_view/BBSDD0001/96533?page=5&,2023.06.26 17:44,검증 대상 및 결론 워딩 수정,www_peoplepowerparty_kr,작성일2023-06-20,김기현 당 대표 교섭단체 대표연설 : 결정적 변화 [보도자료],"국민의힘 당 대표 김기현입니다.
국민의힘부터 성찰하고 달라지겠습니다.
이런 만감이 교차했습니다.",1,0
272,F3,건강보험기금이 외국인에게 줄줄 새고 있다,국회 교섭단체 대표 연설 발언,https://www.peoplepowerparty.kr/news/comment_view/BBSDD0001/96533?page=5&,2023.06.26 14:06,오타 수정,www_peoplepowerparty_kr,작성일2023-06-20,김기현 당 대표 교섭단체 대표연설 : 결정적 변화 [보도자료],"국민의힘 당 대표 김기현입니다.
국민의힘부터 성찰하고 달라지겠습니다.
이런 만감이 교차했습니다.",1,0
273,F4,이재명 대표가 말한 '핵폐수'는 중국계 용어다,"디지털타임스, 與 ""이재명, `핵폐수` 중국용어로 `억까`"" 원자력학계 ""본질 회피한 이념프레임""",https://n.news.naver.com/mnews/article/029/0002808057?sid=100,2023.06.23 13:36,근거자료 추가 및 링크 오류 수정,n_news_naver_com,2023-06-20 15:58:06 2023-06-20 16:00:03,"與 ""이재명, `핵폐수` 중국용어로 `억까`"" 원자력학계 ""본질 회피한 이념프레임""","원자력학계에선 사태의 본질을 흐리는 용어라는 부정적인 반응이 나왔고, 여당에서도 비(非)과학적 이념적 접근이라고 비판했다.
핵폐수라 불러야겠다""…민주 ""핵폐수"" 발언 늘려와 ""거의 중국계 학자, 中외교부 쓰던 용어"" 분석…與 ""야당대표가 종일 선동만"" 전문가들 ""처리수→오염수→핵폐수 고집, 이름만 극악하면 없던 방사선 생기나"" 이재명 더불어민주당 대표가 일본 후쿠시마 원전 오염수 처리·방류 문제에 꺼내든 ""핵 폐수""가 국제 학계에선 주로 중국인 연구자 사이에서 쓰이는 용어라는 지적이 나왔다.
중국 정부의 지원을 받아 작성된 논문도 적지 않았으며, 중국 외교부가 2021년 4월 일본 정부의 후쿠시마 오염수 해양 방류 결정 직후 낸 담화문에 ""핵 폐수""란 단어가 등장한다고 짚었다.",1,0
274,F5,주가 폭락 사태는 공매도 세력 탓이다,언론보도,https://n.news.naver.com/mnews/article/052/0001878568?sid=102,2023.06.23 10:51,근거자료 추가,n_news_naver_com,2023-04-28 05:03:24 2023-04-28 11:01:02,"'주가 조작설' 라덕연 정면 반박...""이익 본 세력 따로 있다""","라 대표는 자신도 이번 사태로 수백억 원대 손실을 봤으며 이득을 본 세력은 따로 있다며 이들에 대한 조사를 촉구했습니다.
[기자] 최근 불거진 주가 폭락 사태를 불러왔다는 의혹을 받고 있는 라덕연 투자업체 대표.
라덕연 대표, 주가조작 의혹 정면 반박 ""주가 폭락 사태로 이익 본 세력 따로 있어"" ""키움증권 반대 매매, 이번 사태 촉발"" 주장 ""김익래 회장, 이번 사태로 증여세 절세 효과"" [앵커] 이번 주가 폭락의 배후로 지목된 라덕연 투자업체 대표가 기자와 만나 주가 조작설을 정면 반박했습니다.",1,0
275,F11,사회서비스 경쟁하면 질이 좋아진다,윤석열 대통령의 사회보장 전략회의 모두발언(2023.05.31),https://www.korea.kr/briefing/speechView.do?newsId=132035290&pageIndex=1&srchType=&period=&startDate=2022-06-07&endDate=2023-06-07&srchKeyword=,2023.06.09 17:31,근거자료 추가,www_korea_kr,연설자 : 대통령연설일 : 2023.05.31,사회보장 전략회의 모두 발언,"오늘은 총리께서 쭉 주재해 오신 사회보장위원회, 우리 정부가 그동안 어떻게 국정 기조를 견지해 왔고, 또 앞으로 어떻게 할 건지에 대해서 전략적 관점에서 다뤄보기 위해서 오늘은 제가 참석을 했습니다.
밖으로부터는 우리나라를 공격하는 그런 외적으로부터 보호를 해야 되고, 국내적으로는 법을 위반해서 국민에게 피해 주는 그런 범법자들로부터 선량한 국민들의 안전을 보호해야 됩니다.
그래서 저는 부처 업무보고 때도 늘 반복해서 얘기를 하지만 자유와 창의를 중시하고, 정부가 늘 공정하고 효율적인 시장을 조성하고, 경우에 따라서는 선도적인 투자로 시장을 조성하기도 하고, 이렇게 해서 많은 사람들이 자유와 창의를 가지고 자기 역량을 발휘할 수 있는 기회의 장을 만들어 주는 것이 국가가 해야 될 일이 아닌가 이렇게 생각합니다.",1,0
276,F12,국회 표결을 앞둔 <노란봉투법>에는 문재인 정부도 반대했던 내용이 포함되어 있다,"중앙일보, '野가 미는 노란봉투법, 文정부도 우려했다…""법 원칙 흔들린다""', 2023.02.23",https://www.joongang.co.kr/article/25142682,2023.06.02 15:42,링크 수정,www_joongang_co_kr,입력2023.02.23 16:13,"野가 미는 노란봉투법, 文정부도 우려했다…""법 원칙 흔들린다""","노동조합 파업에 대한 손해배상을 제한하는 ‘노란봉투법’(노조법 제2·3조 개정안)이 최근 국회 환경노동위원회 전체회의를 통과되면서 치열한 찬반 논쟁이 이어지고 있다.
하지만 민주당이 여당이었던 문재인 정부에서도 해당 법안에 대해 “법률 원칙을 흔드는 조항이 많다”고 우려를 표한 것으로 확인됐다.
정부여당은 기존 법률에 충돌할 소지가 있다고 보지만, 야당인 더불어민주당은 문제가 없다는 입장이다.",1,0
277,F13,진보층이 보수보다 가짜뉴스 잘 믿는다,"중앙일보, '진보층이 보수보다 가짜뉴스 잘 믿는다'",https://www.joongang.co.kr/article/25163333#home,2023.05.23 09:38,본문 수정(뉴스 신뢰도 차이 표현),www_joongang_co_kr,입력2023.05.18 05:00,"[단독]진보가 가짜뉴스에 더 쉽게 낚였다, 특히 유튜브 보는 5060","‘자신이 지지하는 정치 진영에 유리한 뉴스는 믿고, 불리한 뉴스는 안 믿는다’는 통념이 실제 여론조사에서 나타났다.
여론조사회사 에스티아이(STI·대표 이준호)가 지난 3월 10~16일 전국 만18세~69세 성인남녀 1056명을 대상으로 실시한 ‘미디어의 이용과 확증편향층의 형성 및 그 특징’ 조사다.
해당 조사에선 응답자에게 진보·보수 성향이 각각 선호할만한 진짜뉴스, 가짜뉴스 제목을 섞어 제시한 뒤 각각 참·거짓을 식별하도록 했다.",1,0
278,F14,"4대강 사업 이후 홍수 피해액 90% 이상, 이재민 수는 4천여명으로, 사망·실종자 수는 2명으로 줄었다",국민의힘 김근태 상근부대변인 5월 4일 논평,https://www.peoplepowerparty.kr/news/comment_view/BBSDD0001/95731?page=3&,2023.05.12 16:30,근거자료 수정,www_peoplepowerparty_kr,작성일2023-05-04,사실과 과학에 기반한 '4대강 사업' 재평가를 환영한다.  [국민의힘 김근태 상근부대변인 논평],"  어제 한국환경분석학회 학술대회에서 '4대강 사업'에 대한 장기 수질 변화 분석 연구 결과가 발표됐다.
'4대강 사업'이 개선한 것은 우리 하천의 수질만이 아니다.
2023.",1,0
279,F16,"미국의 부채상한제도 운용 내용 및 부채상한 확대 합의 사례여부 등의 초기입법과 한도상향 과정 및
부채 급증 원인에 대한 미국 대통령과 야당의 주장",타사언론보도,https://n.news.naver.com/mnews/article/001/0013915386?sid=104,2023.05.10 12:11,오탈자 수정,n_news_naver_com,2023-05-02 07:53:23 2023-05-02 07:54:07,"옐런 ""내달 1일 디폴트 가능성""…바이든, 여야 지도부 소집","부채상한 의회 대치 이어지면 '경제재앙'…채무불이행 초읽기 (워싱턴=연합뉴스) 김경희 특파원 = 미국 정부가 내달 1일 디폴트(채무 불이행) 가능성을 경고하고 나서며 부채한도 상향을 둘러싼 긴장이 한층 고조하고 있다.
재닛 옐런 재무장관은 1일(현지시간) 공화당 소속인 케빈 매카시 하원의장을 비롯한 의회 지도부에 서한을 보내고 ""6월초에는 모든 정부 지급을 충족하기 어려울 것이라는 게 우리의 최선의 추정""이라며 ""아마도 6월 1일이 될 것""이라고 밝혔다.
옐런 장관은 ""현재 예상치를 고려할 때 의회는 가능한 한 빨리 부채 상한을 연장하거나 올리는 조치를 취하는 것이 필수적""이라며 ""이를 통해 정부 지불에 대한 장기적 확실성을 부여해야 한다""고 강조했다.",1,0
280,F27,"후쿠시마 오염수 방류, 국제적·과학적으로 문제없다",YTN 라디오 뉴스킹 박지훈입니다,https://radio.ytn.co.kr/program/index.php?f=2&id=88356&page=2&s_mcd=0214&s_hcd=01,2023.04.10 17:10,근거 자료 수정,radio_ytn_co_kr,"날짜 : 2023-03-22 10:11 
			   				   | 조회 : 1366","산케이 전 지국장 ""文정권 회귀 우려…日정치권, 尹 잘 할 수 있게 도우려는 분위기""","한일 정상회담 이후 처음 열린 자리라 독도, 위안부 문제 등 한일 간의 예민한 현안을 놓고 야당의 질문이 쏟아졌고요.
다만 일본 언론들은 우리 정부의 입장과 결이 다른 내용을 계속해서 내보내는 중이라 이 문제 어떻게 봐야 할지, 산케이신문 서울 주재 개원 논설위원인 구로다 가쓰히로 전 지국장 연결해서 이야기 나눠보겠습니다.
"" -----------------------------  ◇ 박지훈 변호사(이하 박지훈): 어제 외통위 상황 들으셨는데요.",1,0
